Date,Buyer,Title
07/23/1720,"bowyer, jonas",clerk practice of the ecclesiastical court
07/23/1720,"gosling, robert",lucas practical christianity
07/23/1720,"knapton, james",hudibras
07/23/1720,"knapton, john",hudibras
07/23/1720,"mears, william",allein reports
07/23/1720,"mears, william",hudibras
07/23/1720,"motte, benjamin",aesop lestrange
07/23/1720,"rivington, charles i",episcopacy
07/23/1720,"rivington, charles i",hammond sermons
07/23/1720,"rivington, charles i",rationale on book of common prayer
07/23/1720,"stephens, joel",doctrina placitandi
07/23/1720,"stephens, joel",palmer reports
07/23/1720,"taylor, william",lucas christian thoughts
07/23/1720,"taylor, william",lucas divine breathings
07/23/1720,"taylor, william",lucas enquiry after happiness
07/23/1720,"tooke, benjamin",baron savile reports
07/23/1720,"tooke, benjamin",lucretius
07/23/1720,"tooke, samuel",baron savile reports
07/23/1720,"tooke, samuel",lucretius
07/23/1720,"willford, john",pia desideria
07/23/1720,"woodward, thomas",bacon charge
07/23/1720,"woodward, thomas",canons of scripture
07/23/1720,"woodward, thomas",moore reports
08/06/1720,"ballard, samuel",aesop fables
08/06/1720,"ballard, samuel",aristotle rhetoric
08/06/1720,"ballard, samuel",bates harmony
08/06/1720,"ballard, samuel",bond horace
08/06/1720,"ballard, samuel",copies
08/06/1720,"ballard, samuel",countess of warwick life
08/06/1720,"ballard, samuel",dyke sacrament
08/06/1720,"ballard, samuel",english prose
08/06/1720,"ballard, samuel",history of the jews
08/06/1720,"ballard, samuel",hopkin commandments
08/06/1720,"ballard, samuel",hopkin sermons
08/06/1720,"ballard, samuel",hopkin vanity of the world
08/06/1720,"ballard, samuel",hopkins lord prayer
08/06/1720,"ballard, samuel",kelsey sermons
08/06/1720,"ballard, samuel",manton james and jude
08/06/1720,"ballard, samuel",ovid sandy
08/06/1720,"ballard, samuel",poor doubting christian
08/06/1720,"ballard, samuel",posing of the parts
08/06/1720,"ballard, samuel",surveying
08/06/1720,"ballard, samuel",usher body of divinity
08/06/1720,"ballard, samuel",usher life and letters
08/06/1720,"ballard, samuel",wisdom
08/06/1720,"barker, benjamin",cambridge phrases
08/06/1720,"barker, benjamin",geddes tracts
08/06/1720,"bateman, christopher",dictionary littleton
08/06/1720,"bateman, christopher",real actions
08/06/1720,"batley, jeremiah",delphin sallust
08/06/1720,"batley, jeremiah",dictionarium rusticum
08/06/1720,"batley, jeremiah",dispensatory
08/06/1720,"batley, jeremiah",english physician
08/06/1720,"batley, jeremiah",geddes tracts
08/06/1720,"batley, jeremiah",lucian works
08/06/1720,"batley, jeremiah",midwifery
08/06/1720,"batley, jeremiah",physic of the poor
08/06/1720,"batley, jeremiah",whitby disquisitions
08/06/1720,"bettesworth, arthur",a few sighs from hell
08/06/1720,"bettesworth, arthur",christian causist
08/06/1720,"bettesworth, arthur",dictionary boyer french
08/06/1720,"bettesworth, arthur",history of scotland
08/06/1720,"bettesworth, arthur",kettlewell works
08/06/1720,"bettesworth, arthur",moll geography
08/06/1720,"bettesworth, arthur",spelling brown
08/06/1720,"bettesworth, arthur",strype life of whitgift
08/06/1720,"bettesworth, arthur",whitby new testament
08/06/1720,"bickerton, thomas",telemachus boyer
08/06/1720,"bowyer, jonas",dictionary boyer french
08/06/1720,"bowyer, jonas",dictionary cole latin
08/06/1720,"bowyer, jonas",english examples
08/06/1720,"bowyer, jonas",moral books
08/06/1720,"bowyer, jonas",sherlock furture state
08/06/1720,"bowyer, jonas",texts of scripture against popery
08/06/1720,"brown, daniel i",brady continuation
08/06/1720,"brown, daniel i",doleman of succession
08/06/1720,"brown, daniel i",spelman remains
08/06/1720,"brown, daniel i",state tracts
08/06/1720,"brown, daniel i",treatise of monarchy
08/06/1720,"brown, daniel ii",brady continuation
08/06/1720,"brown, daniel ii",doleman of succession
08/06/1720,"brown, daniel ii",spelman remains
08/06/1720,"brown, daniel ii",state tracts
08/06/1720,"brown, daniel ii",treatise of monarchy
08/06/1720,"chetwood, william",le clerc incredulity
08/06/1720,"chetwood, william",letter to deists
08/06/1720,"chetwood, william",parrhasiana
08/06/1720,"child, john",ecclesiastical history of 16th century
08/06/1720,"child, john",greek grammar
08/06/1720,"child, john",greek thesaurus
08/06/1720,"child, john",manipulus
08/06/1720,"child, john",morals
08/06/1720,"clay, francis",table talk
08/06/1720,"cowse, benjamin",growth of deism
08/06/1720,"cowse, benjamin",isocrates
08/06/1720,"cowse, benjamin",whitby sermons
08/06/1720,"curll, edmund",aubrey miscellanies
08/06/1720,"fayram, francis",geddes tracts
08/06/1720,"giles, fletcher",greek bible
08/06/1720,"gillyflower, matthew",spelman remains
08/06/1720,"gosling, robert",hick sermons
08/06/1720,"gosling, robert",honour of the gout
08/06/1720,"king, charles",kennet sermons
08/06/1720,"knapton, james",brevint mass
08/06/1720,"knapton, james",irenicum magnum
08/06/1720,"knapton, james",pearson creed abridged
08/06/1720,"knapton, john",brevint mass
08/06/1720,"knapton, john",irenicum magnum
08/06/1720,"knapton, john",pearson creed abridged
08/06/1720,"matthews, emmanuel",psalms
08/06/1720,"meadows, william",body of divinity
08/06/1720,"meadows, william",dictionary boyer french
08/06/1720,"mears, william",cassius dio
08/06/1720,"mears, william",court and country cook
08/06/1720,"mears, william",delphin ovid
08/06/1720,"mears, william",diodorus siculus
08/06/1720,"mears, william",explanation psalms of david
08/06/1720,"mears, william",francis osborn works
08/06/1720,"mears, william",gervase markham works
08/06/1720,"mears, william",gibson anatomy
08/06/1720,"mears, william",le clerc logic
08/06/1720,"mears, william",ludlow memoirs
08/06/1720,"mears, william",moral gallantry
08/06/1720,"mears, william",new academy of compliments
08/06/1720,"mears, william",occasional thoughts
08/06/1720,"mears, william",quatuor imperiis
08/06/1720,"mears, william",reeves apology
08/06/1720,"motte, benjamin",clergyman companion
08/06/1720,"nicks, john",whitby dissertations
08/06/1720,"norris, thomas",art of palmistry
08/06/1720,"norris, thomas",ecclesiastical history
08/06/1720,"norris, thomas",gunter line
08/06/1720,"norris, thomas",lady religion
08/06/1720,"osborn, john (lombard)",english expositor
08/06/1720,"osborn, john (lombard)",week preparations
08/06/1720,"osborne, thomas i",courts leet and baron
08/06/1720,"osborne, thomas i",dictionary littleton
08/06/1720,"osborne, thomas i",dionysius
08/06/1720,"osborne, thomas i",guide to heaven
08/06/1720,"osborne, thomas i",latin testament
08/06/1720,"osborne, thomas i",moll geography
08/06/1720,"osborne, thomas i",system of navigation
08/06/1720,"osborne, thomas ii",courts leet and baron
08/06/1720,"osborne, thomas ii",dictionary littleton
08/06/1720,"osborne, thomas ii",dionysius
08/06/1720,"osborne, thomas ii",guide to heaven
08/06/1720,"osborne, thomas ii",latin testament
08/06/1720,"osborne, thomas ii",moll geography
08/06/1720,"osborne, thomas ii",system of navigation
08/06/1720,"page, thomas",burroughs contentment
08/06/1720,"page, thomas",cursus mathematicus
08/06/1720,"page, thomas",dialling
08/06/1720,"page, thomas",dictionary boyer
08/06/1720,"page, thomas",george wharton works
08/06/1720,"page, thomas",keay practical measurer
08/06/1720,"page, thomas",nine geometry exercises
08/06/1720,"page, thomas",voyage of siam
08/06/1720,"page, thomas",wing survey
08/06/1720,"peele, john",actions for slander
08/06/1720,"peele, john",ambassadors travels
08/06/1720,"peele, john",andronicus
08/06/1720,"peele, john",annals of love
08/06/1720,"peele, john",art of chemistry
08/06/1720,"peele, john",art of complaisance
08/06/1720,"peele, john",aurora chymica
08/06/1720,"peele, john",brevia juridicialia
08/06/1720,"peele, john",carlisle embassy
08/06/1720,"peele, john",charles sidley works
08/06/1720,"peele, john",chemistry
08/06/1720,"peele, john",complete chemist
08/06/1720,"peele, john",complete gentleman
08/06/1720,"peele, john",croke reports
08/06/1720,"peele, john",croke reports abridged
08/06/1720,"peele, john",debates of westminster and oxford parliament
08/06/1720,"peele, john",deceptio visus
08/06/1720,"peele, john",drelincourt death
08/06/1720,"peele, john",five letters of inspiration
08/06/1720,"peele, john",golden calf
08/06/1720,"peele, john",greek churches
08/06/1720,"peele, john",hall against the millenaries
08/06/1720,"peele, john",hall timothy
08/06/1720,"peele, john",herakles
08/06/1720,"peele, john",history of algiers
08/06/1720,"peele, john",history of caribbean islands
08/06/1720,"peele, john",history of france
08/06/1720,"peele, john",history of popes nephews
08/06/1720,"peele, john",history of the cardinals
08/06/1720,"peele, john",history of the government of venice
08/06/1720,"peele, john",history of the mogul
08/06/1720,"peele, john",history of the turks
08/06/1720,"peele, john",history of venice
08/06/1720,"peele, john",human reason
08/06/1720,"peele, john",jesuit morals
08/06/1720,"peele, john",le blanc travels
08/06/1720,"peele, john",living temple
08/06/1720,"peele, john",loves of great men
08/06/1720,"peele, john",medicina instaurata
08/06/1720,"peele, john",meriton of constables
08/06/1720,"peele, john",meriton of wills
08/06/1720,"peele, john",moor reports abridgement
08/06/1720,"peele, john",niccolo machiavelli works
08/06/1720,"peele, john",ottoman empire
08/06/1720,"peele, john",philippe de commines
08/06/1720,"peele, john",plato redivivus
08/06/1720,"peele, john",plowden queries
08/06/1720,"peele, john",policy of the venetians
08/06/1720,"peele, john",pryn cook institutes
08/06/1720,"peele, john",quevedo novels
08/06/1720,"peele, john",relation of flanders
08/06/1720,"peele, john",roll abridgement
08/06/1720,"peele, john",roll reports
08/06/1720,"peele, john",royal dispensatory
08/06/1720,"peele, john",rules of civility
08/06/1720,"peele, john",rules of health
08/06/1720,"peele, john",scultetus chyrurgery
08/06/1720,"peele, john",secret history of justinian
08/06/1720,"peele, john",siege of candia
08/06/1720,"peele, john",state of egypt
08/06/1720,"peele, john",state of france
08/06/1720,"peele, john",state of italy
08/06/1720,"peele, john",state of venice
08/06/1720,"peele, john",suetonius
08/06/1720,"peele, john",tasso aminta
08/06/1720,"peele, john",taylor gravelkind
08/06/1720,"peele, john",thesaurus brevium
08/06/1720,"peele, john",vertuosi of france
08/06/1720,"peele, john",vincent voiture works
08/06/1720,"peele, john",voyage to italy
08/06/1720,"peele, john",voyage to the northern countries
08/06/1720,"peele, john",whitby against dodwell
08/06/1720,"peele, john",whitby christian revelation
08/06/1720,"peele, john",whitby communion
08/06/1720,"peele, john",whitby demonstrations
08/06/1720,"peele, john",whitby dey panariae
08/06/1720,"peele, john",whitby protestant reconciler
08/06/1720,"peele, john",whitby traditions
08/06/1720,"rivington, charles i",comber altar
08/06/1720,"rivington, charles i",companion for the lord day
08/06/1720,"robinson, ranew",delphin virgil
08/06/1720,"robinson, ranew",dictionary cole latin
08/06/1720,"robinson, ranew",dictionary littleton
08/06/1720,"robinson, ranew",don quixote
08/06/1720,"roper, abel",aesop lestrange
08/06/1720,"roper, abel",monsieur st. evremont works
08/06/1720,"sare, richard",gentleman religion
08/06/1720,"sare, richard",wilkins prayer and preaching
08/06/1720,"senex, john",well arithmetica
08/06/1720,"taylor, william",puffendorf introduction to the history of europe
08/06/1720,"tooke, benjamin",burgersdijck
08/06/1720,"tooke, benjamin",colossians
08/06/1720,"tooke, benjamin",determinations
08/06/1720,"tooke, benjamin",dictionary boyer
08/06/1720,"tooke, benjamin",discourse love of god
08/06/1720,"tooke, benjamin",duport job
08/06/1720,"tooke, benjamin",gerhard meditations
08/06/1720,"tooke, benjamin",holy war
08/06/1720,"tooke, benjamin",livy history
08/06/1720,"tooke, benjamin",ludlow memoirs
08/06/1720,"tooke, benjamin",minor poets
08/06/1720,"tooke, benjamin",papinius statius
08/06/1720,"tooke, benjamin",titus livius history
08/06/1720,"tooke, samuel",burgersdijck
08/06/1720,"tooke, samuel",colossians
08/06/1720,"tooke, samuel",determinations
08/06/1720,"tooke, samuel",dictionary boyer
08/06/1720,"tooke, samuel",discourse love of god
08/06/1720,"tooke, samuel",duport job
08/06/1720,"tooke, samuel",gerhard meditations
08/06/1720,"tooke, samuel",holy war
08/06/1720,"tooke, samuel",livy history
08/06/1720,"tooke, samuel",ludlow memoirs
08/06/1720,"tooke, samuel",minor poets
08/06/1720,"tooke, samuel",papinius statius
08/06/1720,"tooke, samuel",titus livius history
08/06/1720,"walthoe, john i",advantages of east india trade
08/06/1720,"ward, aaron",delphin juvenal
08/06/1720,"ward, aaron",hartman health
08/06/1720,"ward, aaron",history of greece
08/06/1720,"ward, thomas",dictionary cole latin
08/06/1720,"ward, thomas",law of nature
08/06/1720,"ward, thomas",whitby new testament
08/06/1720,"wilcox, john",nepier bones
08/06/1720,"wilcox, john",whitchcot sermon
08/06/1720,"willford, john",anatomy
08/06/1720,"willford, john",duty of man
08/06/1720,"willford, john",history of scotland
08/06/1720,"willford, john",lazarus riverius works
08/06/1720,"willford, john",petronius arbiter
08/06/1720,"willford, john",salmon polygraph
08/06/1720,"willford, john",surveying
08/06/1720,"willford, john",wheeler travels to greece
08/06/1720,"willford, john",whitby new testament
08/06/1720,"woodward, thomas",bold sermons
08/06/1720,"woodward, thomas",bold tracts
08/06/1720,"woodward, thomas",christ importunity
08/06/1720,"woodward, thomas",curtius
08/06/1720,"woodward, thomas",elementa juris prudentiae
08/06/1720,"woodward, thomas",interpreter
08/06/1720,"woodward, thomas",law of ejectments
08/06/1720,"woodward, thomas",meditations on death
08/06/1720,"wyatt, john",arwaker fables
08/06/1720,"wyatt, john",chronological tables
08/06/1720,"wyatt, john",dictionary littleton
08/06/1720,"wyatt, john",newton tables of college leases
08/06/1720,"wyatt, john",praxis
10/31/1720,"ballard, samuel",craddock knowledge and practice
10/31/1720,"ballard, samuel",delphin metamorphoses
10/31/1720,"ballard, samuel",nomenclatura
10/31/1720,"bettesworth, arthur",terence echard
10/31/1720,"child, john",horace
10/31/1720,"child, john",plato
10/31/1720,"curll, edmund",justin
10/31/1720,"innys, john",delphin caesar commentary
10/31/1720,"innys, john",delphin eutropius
10/31/1720,"innys, john",delphin sallust
10/31/1720,"innys, john",lucretius
10/31/1720,"innys, william",delphin caesar commentary
10/31/1720,"innys, william",delphin eutropius
10/31/1720,"innys, william",delphin sallust
10/31/1720,"innys, william",lucretius
10/31/1720,"mears, william",courts leet and baron
10/31/1720,"mears, william",delphin juvenal
10/31/1720,"motte, benjamin",caesar commentary
10/31/1720,"pemberton, john i",titles of honour
10/31/1720,"stephens, joel",law of actions
10/31/1720,"walthoe, john i",caesar commentary
10/31/1720,"ward, aaron",law of bankrupts
10/31/1720,"woodward, thomas",delphin caesar commentary
10/31/1720,"woodward, thomas",law french and latin dictionary
10/31/1720,"woodward, thomas",law of ejectments
12/09/1720,"ballard, samuel",quarles emblems
12/09/1720,"batley, jeremiah",quarles emblems
12/09/1720,"bettesworth, arthur",art of gardening
12/09/1720,"bettesworth, arthur",quarles emblems
12/09/1720,"bettesworth, arthur",vauban of fortification
12/09/1720,"clarke, john (poultry)",henry on the bible
12/09/1720,"darby, john",henry on the bible
12/09/1720,"hooke, john",discourse future state
12/09/1720,"hooke, john",infallible way to contentment
12/09/1720,"hooke, john",jacques ordination
12/09/1720,"hooke, john",robinson natural history of cumberland
12/09/1720,"innys, john",taylor treasury of the mathematicks
12/09/1720,"innys, william",taylor treasury of the mathematicks
12/09/1720,"motte, benjamin",euclid
12/09/1720,"osborn, john (lombard)",st james evening post
12/09/1720,"stephens, joel",arithmetic hatton
12/09/1720,"stephens, joel",german grammar
12/09/1720,"ward, aaron",quarles emblems
12/09/1720,"willford, john",argalus and parthenia
03/19/1721,"batley, jeremiah",electa majora
03/19/1721,"batley, jeremiah",electa minora
03/19/1721,"bettesworth, arthur",comes commercii
03/19/1721,"bettesworth, arthur",delphin caesar commentary
03/19/1721,"bettesworth, arthur",martial epigrams
